id,english_term,target_term,hindi_term,english_sentence,target_sentence,hindi_sentence,target_lang,source,needs_manual_review
hi_seed_0190,voltage,वोल्टेज,वोल्टेज,Explain the purpose of voltage during wiring practice.,वायरिंग अभ्यास के दौरान वोल्टेज का उद्देश्य समझाएं।,वायरिंग अभ्यास के दौरान वोल्टेज का उद्देश्य समझाएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0009,copper conductor,तांबा चालक,तांबा चालक,Inspect the copper conductor before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0206,insulation,इन्सुलेशन,इन्सुलेशन,Explain the purpose of insulation during wiring practice.,वायरिंग अभ्यास के दौरान इन्सुलेशन का उद्देश्य समझाएं।,वायरिंग अभ्यास के दौरान इन्सुलेशन का उद्देश्य समझाएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0067,apprentice,प्रशिक्षु,प्रशिक्षु,Record the reading of the apprentice in the job sheet.,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0042,earthing,अर्थिंग,अर्थिंग,The trainee must identify the correct earthing.,प्रशिक्षु को सही अर्थिंग की पहचान करनी चाहिए।,प्रशिक्षु को सही अर्थिंग की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0160,wire stripper,वायर स्ट्रिपर,वायर स्ट्रिपर,Do not touch the wire stripper with wet hands.,वायर स्ट्रिपर को गीले हाथों से न छुएं।,वायर स्ट्रिपर को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0038,circuit breaker,सर्किट ब्रेकर,सर्किट ब्रेकर,Explain the purpose of circuit breaker during wiring practice.,वायरिंग अभ्यास के दौरान सर्किट ब्रेकर का उद्देश्य समझाएं।,वायरिंग अभ्यास के दौरान सर्किट ब्रेकर का उद्देश्य समझाएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0082,main switch,मुख्य स्विच,मुख्य स्विच,The trainee must identify the correct main switch.,प्रशिक्षु को सही मुख्य स्विच की पहचान करनी चाहिए।,प्रशिक्षु को सही मुख्य स्विच की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0087,protective device,सुरक्षा उपकरण,सुरक्षा उपकरण,Check whether the protective device is securely connected.,जांचें कि सुरक्षा उपकरण सुरक्षित रूप से जुड़ा है या नहीं।,जांचें कि सुरक्षा उपकरण सुरक्षित रूप से जुड़ा है या नहीं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0163,apprentice,प्रशिक्षु,प्रशिक्षु,Record the reading of the apprentice in the job sheet.,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0133,capacitor,संधारित्र,संधारित्र,Replace the damaged capacitor only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0118,phase tester,फेज टेस्टर,फेज टेस्टर,Explain the purpose of phase tester during wiring practice.,वायरिंग अभ्यास के दौरान फेज टेस्टर का उद्देश्य समझाएं।,वायरिंग अभ्यास के दौरान फेज टेस्टर का उद्देश्य समझाएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0033,ac supply,एसी आपूर्ति,एसी आपूर्ति,Inspect the ac supply before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0227,apprentice,प्रशिक्षु,प्रशिक्षु,Record the reading of the apprentice in the job sheet.,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0154,single phase,सिंगल फेज,सिंगल फेज,The trainee must identify the correct single phase.,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0045,fuse,फ्यूज,फ्यूज,Replace the damaged fuse only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब फ्यूज बदलें।,आपूर्ति अलग करने के बाद ही खराब फ्यूज बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0197,capacitor,संधारित्र,संधारित्र,Replace the damaged capacitor only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0200,control panel,नियंत्रण पैनल,नियंत्रण पैनल,Do not touch the control panel with wet hands.,नियंत्रण पैनल को गीले हाथों से न छुएं।,नियंत्रण पैनल को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0084,motor winding,मोटर वाइंडिंग,मोटर वाइंडिंग,Use proper PPE while handling the motor winding.,मोटर वाइंडिंग को संभालते समय उचित पीपीई का उपयोग करें।,मोटर वाइंडिंग को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0184,resistance,प्रतिरोध,प्रतिरोध,Do not touch the resistance with wet hands.,प्रतिरोध को गीले हाथों से न छुएं।,प्रतिरोध को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0044,electrical load,विद्युत भार,विद्युत भार,Use proper PPE while handling the electrical load.,विद्युत भार को संभालते समय उचित पीपीई का उपयोग करें।,विद्युत भार को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0107,electric shock,बिजली का झटका,बिजली का झटका,Record the reading of the electric shock in the job sheet.,जॉब शीट में बिजली का झटका की रीडिंग दर्ज करें।,जॉब शीट में बिजली का झटका की रीडिंग दर्ज करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0136,control panel,नियंत्रण पैनल,नियंत्रण पैनल,Do not touch the control panel with wet hands.,नियंत्रण पैनल को गीले हाथों से न छुएं।,नियंत्रण पैनल को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0086,phase tester,फेज टेस्टर,फेज टेस्टर,Explain the purpose of phase tester during wiring practice.,वायरिंग अभ्यास के दौरान फेज टेस्टर का उद्देश्य समझाएं।,वायरिंग अभ्यास के दौरान फेज टेस्टर का उद्देश्य समझाएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0040,control panel,नियंत्रण पैनल,नियंत्रण पैनल,Do not touch the control panel with wet hands.,नियंत्रण पैनल को गीले हाथों से न छुएं।,नियंत्रण पैनल को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0240,leakage current,लीकेज करंट,लीकेज करंट,Do not touch the leakage current with wet hands.,लीकेज करंट को गीले हाथों से न छुएं।,लीकेज करंट को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0072,control panel,नियंत्रण पैनल,नियंत्रण पैनल,Do not touch the control panel with wet hands.,नियंत्रण पैनल को गीले हाथों से न छुएं।,नियंत्रण पैनल को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0201,copper conductor,तांबा चालक,तांबा चालक,Inspect the copper conductor before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0226,ammeter,अमीटर,अमीटर,The trainee must identify the correct ammeter.,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0193,ac supply,एसी आपूर्ति,एसी आपूर्ति,Inspect the ac supply before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0153,safety shoes,सुरक्षा जूते,सुरक्षा जूते,Inspect the safety shoes before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले सुरक्षा जूते की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले सुरक्षा जूते की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0101,capacitor,संधारित्र,संधारित्र,Replace the damaged capacitor only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0061,three phase,थ्री फेज,थ्री फेज,Replace the damaged three phase only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0189,three phase,थ्री फेज,थ्री फेज,Replace the damaged three phase only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0188,terminal block,टर्मिनल ब्लॉक,टर्मिनल ब्लॉक,Use proper PPE while handling the terminal block.,टर्मिनल ब्लॉक को संभालते समय उचित पीपीई का उपयोग करें।,टर्मिनल ब्लॉक को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0119,protective device,सुरक्षा उपकरण,सुरक्षा उपकरण,Check whether the protective device is securely connected.,जांचें कि सुरक्षा उपकरण सुरक्षित रूप से जुड़ा है या नहीं।,जांचें कि सुरक्षा उपकरण सुरक्षित रूप से जुड़ा है या नहीं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0092,terminal block,टर्मिनल ब्लॉक,टर्मिनल ब्लॉक,Use proper PPE while handling the terminal block.,टर्मिनल ब्लॉक को संभालते समय उचित पीपीई का उपयोग करें।,टर्मिनल ब्लॉक को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0029,three phase,थ्री फेज,थ्री फेज,Replace the damaged three phase only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0065,ac supply,एसी आपूर्ति,एसी आपूर्ति,Inspect the ac supply before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0005,capacitor,संधारित्र,संधारित्र,Replace the damaged capacitor only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0205,fuse,फ्यूज,फ्यूज,Replace the damaged fuse only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब फ्यूज बदलें।,आपूर्ति अलग करने के बाद ही खराब फ्यूज बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0004,cable,केबल,केबल,Use proper PPE while handling the cable.,केबल को संभालते समय उचित पीपीई का उपयोग करें।,केबल को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0026,single phase,सिंगल फेज,सिंगल फेज,The trainee must identify the correct single phase.,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0157,three phase,थ्री फेज,थ्री फेज,Replace the damaged three phase only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0221,three phase,थ्री फेज,थ्री फेज,Replace the damaged three phase only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,आपूर्ति अलग करने के बाद ही खराब थ्री फेज बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0014,insulation,इन्सुलेशन,इन्सुलेशन,Explain the purpose of insulation during wiring practice.,वायरिंग अभ्यास के दौरान इन्सुलेशन का उद्देश्य समझाएं।,वायरिंग अभ्यास के दौरान इन्सुलेशन का उद्देश्य समझाएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0068,cable,केबल,केबल,Use proper PPE while handling the cable.,केबल को संभालते समय उचित पीपीई का उपयोग करें।,केबल को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0106,earthing,अर्थिंग,अर्थिंग,The trainee must identify the correct earthing.,प्रशिक्षु को सही अर्थिंग की पहचान करनी चाहिए।,प्रशिक्षु को सही अर्थिंग की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0216,resistance,प्रतिरोध,प्रतिरोध,Do not touch the resistance with wet hands.,प्रतिरोध को गीले हाथों से न छुएं।,प्रतिरोध को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0111,junction box,जंक्शन बॉक्स,जंक्शन बॉक्स,Check whether the junction box is securely connected.,जांचें कि जंक्शन बॉक्स सुरक्षित रूप से जुड़ा है या नहीं।,जांचें कि जंक्शन बॉक्स सुरक्षित रूप से जुड़ा है या नहीं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0059,switch board,स्विच बोर्ड,स्विच बोर्ड,Record the reading of the switch board in the job sheet.,जॉब शीट में स्विच बोर्ड की रीडिंग दर्ज करें।,जॉब शीट में स्विच बोर्ड की रीडिंग दर्ज करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0007,conduit,कंड्यूट,कंड्यूट,Check whether the conduit is securely connected.,जांचें कि कंड्यूट सुरक्षित रूप से जुड़ा है या नहीं।,जांचें कि कंड्यूट सुरक्षित रूप से जुड़ा है या नहीं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0066,ammeter,अमीटर,अमीटर,The trainee must identify the correct ammeter.,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0131,apprentice,प्रशिक्षु,प्रशिक्षु,Record the reading of the apprentice in the job sheet.,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,जॉब शीट में प्रशिक्षु की रीडिंग दर्ज करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0041,copper conductor,तांबा चालक,तांबा चालक,Inspect the copper conductor before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0228,cable,केबल,केबल,Use proper PPE while handling the cable.,केबल को संभालते समय उचित पीपीई का उपयोग करें।,केबल को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0048,leakage current,लीकेज करंट,लीकेज करंट,Do not touch the leakage current with wet hands.,लीकेज करंट को गीले हाथों से न छुएं।,लीकेज करंट को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0069,capacitor,संधारित्र,संधारित्र,Replace the damaged capacitor only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0098,ammeter,अमीटर,अमीटर,The trainee must identify the correct ammeter.,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0155,switch board,स्विच बोर्ड,स्विच बोर्ड,Record the reading of the switch board in the job sheet.,जॉब शीट में स्विच बोर्ड की रीडिंग दर्ज करें।,जॉब शीट में स्विच बोर्ड की रीडिंग दर्ज करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0001,ac supply,एसी आपूर्ति,एसी आपूर्ति,Inspect the ac supply before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0116,motor winding,मोटर वाइंडिंग,मोटर वाइंडिंग,Use proper PPE while handling the motor winding.,मोटर वाइंडिंग को संभालते समय उचित पीपीई का उपयोग करें।,मोटर वाइंडिंग को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0034,ammeter,अमीटर,अमीटर,The trainee must identify the correct ammeter.,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0176,leakage current,लीकेज करंट,लीकेज करंट,Do not touch the leakage current with wet hands.,लीकेज करंट को गीले हाथों से न छुएं।,लीकेज करंट को गीले हाथों से न छुएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0076,electrical load,विद्युत भार,विद्युत भार,Use proper PPE while handling the electrical load.,विद्युत भार को संभालते समय उचित पीपीई का उपयोग करें।,विद्युत भार को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0165,capacitor,संधारित्र,संधारित्र,Replace the damaged capacitor only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,आपूर्ति अलग करने के बाद ही खराब संधारित्र बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0002,ammeter,अमीटर,अमीटर,The trainee must identify the correct ammeter.,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,प्रशिक्षु को सही अमीटर की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0140,electrical load,विद्युत भार,विद्युत भार,Use proper PPE while handling the electrical load.,विद्युत भार को संभालते समय उचित पीपीई का उपयोग करें।,विद्युत भार को संभालते समय उचित पीपीई का उपयोग करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0085,neutral wire,न्यूट्रल तार,न्यूट्रल तार,Replace the damaged neutral wire only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब न्यूट्रल तार बदलें।,आपूर्ति अलग करने के बाद ही खराब न्यूट्रल तार बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0231,conduit,कंड्यूट,कंड्यूट,Check whether the conduit is securely connected.,जांचें कि कंड्यूट सुरक्षित रूप से जुड़ा है या नहीं।,जांचें कि कंड्यूट सुरक्षित रूप से जुड़ा है या नहीं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0169,copper conductor,तांबा चालक,तांबा चालक,Inspect the copper conductor before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले तांबा चालक की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0225,ac supply,एसी आपूर्ति,एसी आपूर्ति,Inspect the ac supply before starting the practical task.,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,व्यावहारिक कार्य शुरू करने से पहले एसी आपूर्ति की जांच करें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0218,single phase,सिंगल फेज,सिंगल फेज,The trainee must identify the correct single phase.,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0181,neutral wire,न्यूट्रल तार,न्यूट्रल तार,Replace the damaged neutral wire only after isolating the supply.,आपूर्ति अलग करने के बाद ही खराब न्यूट्रल तार बदलें।,आपूर्ति अलग करने के बाद ही खराब न्यूट्रल तार बदलें।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0030,voltage,वोल्टेज,वोल्टेज,Explain the purpose of voltage during wiring practice.,वायरिंग अभ्यास के दौरान वोल्टेज का उद्देश्य समझाएं।,वायरिंग अभ्यास के दौरान वोल्टेज का उद्देश्य समझाएं।,hin_Deva,machine_seed_glossary_for_method_development,True
hi_seed_0186,single phase,सिंगल फेज,सिंगल फेज,The trainee must identify the correct single phase.,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,प्रशिक्षु को सही सिंगल फेज की पहचान करनी चाहिए।,hin_Deva,machine_seed_glossary_for_method_development,True
