id,english_term,target_term,hindi_term,english_sentence,target_sentence,hindi_sentence,target_lang,source,needs_manual_review
hi_raw_Electrician (Tr_0156,voltage,वोल्टेज,वोल्टेज,TASK 2: Connect the cells in parallel and test the voltage & current,TASK 2: Connect the cells in parallel and test the वोल्टेज & current,TASK 2: Connect the cells in parallel and test the वोल्टेज & current,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0032,circuit breaker,सर्किट ब्रेकर,सर्किट ब्रेकर,116 Practice on repair and maintenance of circuit breaker 322,116 Practice on repair and maintenance of सर्किट ब्रेकर 322,116 Practice on repair and maintenance of सर्किट ब्रेकर 322,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0261,resistance,प्रतिरोध,प्रतिरोध,8 Press the test button of earth tester note the resistance value recorded in earth tester,8 Press the test button of earth tester note the प्रतिरोध value recorded in earth tester,8 Press the test button of earth tester note the प्रतिरोध value recorded in earth tester,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0082,voltmeter,वोल्टमीटर,वोल्टमीटर,"Voltmeter MI, 250 V - 2 Nos","वोल्टमीटर MI, 250 V - 2 Nos","वोल्टमीटर MI, 250 V - 2 Nos",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0124,voltage,वोल्टेज,वोल्टेज,Applied voltage,Applied वोल्टेज,Applied वोल्टेज,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0073,voltage,वोल्टेज,वोल्टेज,Fixed Voltage (V) Variable Resistance (R) Current (I) I = V/R,Fixed वोल्टेज (V) Variable Resistance (R) Current (I) I = V/R,Fixed वोल्टेज (V) Variable Resistance (R) Current (I) I = V/R,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0084,voltmeter,वोल्टमीटर,वोल्टमीटर,4 Note down voltmeter & Ammeter readings,4 Note down वोल्टमीटर & Ammeter readings,4 Note down वोल्टमीटर & Ammeter readings,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0208,cable,केबल,केबल,re / cable in wire gauge,re / केबल in wire gauge,re / केबल in wire gauge,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0121,voltage,वोल्टेज,वोल्टेज,4 Keep the voltage control k,4 Keep the वोल्टेज control k,4 Keep the वोल्टेज control k,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0081,resistance,प्रतिरोध,प्रतिरोध,"• measure the voltage, current and resistance value in se","• measure the voltage, current and प्रतिरोध value in se","• measure the voltage, current and प्रतिरोध value in se",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0233,fuse,फ्यूज,फ्यूज,4 Simulate the short circuit fault in the circuit and observe the fuse blowing,4 Simulate the short circuit fault in the circuit and observe the फ्यूज blowing,4 Simulate the short circuit fault in the circuit and observe the फ्यूज blowing,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0278,earthing,अर्थिंग,अर्थिंग,2 Identify and test the earthing installation/s for working c,2 Identify and test the अर्थिंग installation/s for working c,2 Identify and test the अर्थिंग installation/s for working c,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0312,voltmeter,वोल्टमीटर,वोल्टमीटर,to position 2 and observe the Close the switch S to position 2 and observe the voltmeter,to position 2 and observe the Close the switch S to position 2 and observe the वोल्टमीटर,to position 2 and observe the Close the switch S to position 2 and observe the वोल्टमीटर,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0184,voltage,वोल्टेज,वोल्टेज,rging voltage & battery voltage and wait unt,rging वोल्टेज & battery वोल्टेज and wait unt,rging वोल्टेज & battery वोल्टेज and wait unt,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0232,voltage,वोल्टेज,वोल्टेज,3 Connect the glass fuse in low voltage circuit,3 Connect the glass fuse in low वोल्टेज circuit,3 Connect the glass fuse in low वोल्टेज circuit,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0069,voltmeter,वोल्टमीटर,वोल्टमीटर,4 Note down the voltmeter & Ammeter readings in each s,4 Note down the वोल्टमीटर & Ammeter readings in each s,4 Note down the वोल्टमीटर & Ammeter readings in each s,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0052,voltage,वोल्टेज,वोल्टेज,"measure the voltage, current & resistance in electrical c","measure the वोल्टेज, current & resistance in electrical c","measure the वोल्टेज, current & resistance in electrical c",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0277,neutral wire,न्यूट्रल तार,न्यूट्रल तार,failure/break of main supply neutral wire,failure/break of main supply न्यूट्रल तार,failure/break of main supply न्यूट्रल तार,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0155,ammeter,अमीटर,अमीटर,• DC milli Ammeter (500 mA),• DC milli अमीटर (500 mA),• DC milli अमीटर (500 mA),hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0123,voltage,वोल्टेज,वोल्टेज,7 Repeat these steps by setting the PS voltages to 100 V and 150 V,7 Repeat these steps by setting the PS वोल्टेजs to 100 V and 150 V,7 Repeat these steps by setting the PS वोल्टेजs to 100 V and 150 V,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0057,ammeter,अमीटर,अमीटर,"Ammeter MI, 10 Amp","अमीटर MI, 10 Amp","अमीटर MI, 10 Amp",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0205,voltage,वोल्टेज,वोल्टेज,No Radiation Voltage,No Radiation वोल्टेज,No Radiation वोल्टेज,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0228,fuse,फ्यूज,फ्यूज,TASK 1: Connect and test the Fuse,TASK 1: Connect and test the फ्यूज,TASK 1: Connect and test the फ्यूज,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0274,earthing,अर्थिंग,अर्थिंग,(PME) system : It is a method of earthing system in which an earth conductor is,(PME) system : It is a method of अर्थिंग system in which an earth conductor is,(PME) system : It is a method of अर्थिंग system in which an earth conductor is,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0064,ammeter,अमीटर,अमीटर,Note down the voltmeter & Ammeter readings in each s,Note down the voltmeter & अमीटर readings in each s,Note down the voltmeter & अमीटर readings in each s,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0053,resistance,प्रतिरोध,प्रतिरोध,"measure the voltage, current & resistance in electrical c","measure the voltage, current & प्रतिरोध in electrical c","measure the voltage, current & प्रतिरोध in electrical c",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0074,resistance,प्रतिरोध,प्रतिरोध,Fixed Voltage (V) Variable Resistance (R) Current (I) I = V/R,Fixed Voltage (V) Variable प्रतिरोध (R) Current (I) I = V/R,Fixed Voltage (V) Variable प्रतिरोध (R) Current (I) I = V/R,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0141,resistance,प्रतिरोध,प्रतिरोध,hrome wire as per calculated value of resistance,hrome wire as per calculated value of प्रतिरोध,hrome wire as per calculated value of प्रतिरोध,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0056,voltmeter,वोल्टमीटर,वोल्टमीटर,"Voltmeter MI, 250 V","वोल्टमीटर MI, 250 V","वोल्टमीटर MI, 250 V",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0266,resistance,प्रतिरोध,प्रतिरोध,5ft 10ft 15ft 20ft Average V alue of earth resistance (Ω),5ft 10ft 15ft 20ft Average V alue of earth प्रतिरोध (Ω),5ft 10ft 15ft 20ft Average V alue of earth प्रतिरोध (Ω),hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0212,conduit,कंड्यूट,कंड्यूट,TASK 1: Carry out PVC conduit pipe wiring,TASK 1: Carry out PVC कंड्यूट pipe wiring,TASK 1: Carry out PVC कंड्यूट pipe wiring,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0225,fuse,फ्यूज,फ्यूज,• Fuse / MCB trainer kit Standard - 1 No,• फ्यूज / MCB trainer kit Standard - 1 No,• फ्यूज / MCB trainer kit Standard - 1 No,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0049,earthing,अर्थिंग,अर्थिंग,minals of ground / earthing point,minals of ground / अर्थिंग point,minals of ground / अर्थिंग point,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0285,copper conductor,तांबा चालक,तांबा चालक,• Bare copper conductor 26 SWG - 4 Mtr,• Bare तांबा चालक 26 SWG - 4 Mtr,• Bare तांबा चालक 26 SWG - 4 Mtr,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0157,voltage,वोल्टेज,वोल्टेज,sure the total voltage and cur,sure the total वोल्टेज and cur,sure the total वोल्टेज and cur,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0181,voltage,वोल्टेज,वोल्टेज,f constant voltage method of battery charging,f constant वोल्टेज method of battery charging,f constant वोल्टेज method of battery charging,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0020,insulation,इन्सुलेशन,इन्सुलेशन,53 To measure the insulation resistance of Electrical machineries 109,53 To measure the इन्सुलेशन resistance of Electrical machineries 109,53 To measure the इन्सुलेशन resistance of Electrical machineries 109,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0298,capacitor,संधारित्र,संधारित्र,• test the capacitor for charge and discharge,• test the संधारित्र for charge and discharge,• test the संधारित्र for charge and discharge,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0196,resistance,प्रतिरोध,प्रतिरोध,meter at maximum resistance position,meter at maximum प्रतिरोध position,meter at maximum प्रतिरोध position,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0316,capacitor,संधारित्र,संधारित्र,Connect the ohmmeter to test the capacitor and observ,Connect the ohmmeter to test the संधारित्र and observ,Connect the ohmmeter to test the संधारित्र and observ,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0178,voltage,वोल्टेज,वोल्टेज,• measure the voltage & specific gravity of lead acid batte,• measure the वोल्टेज & specific gravity of lead acid batte,• measure the वोल्टेज & specific gravity of lead acid batte,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0050,cable,केबल,केबल,Now hold the discharge rod and touch its steel hook to line bus bars of LT panel & power cables including,Now hold the discharge rod and touch its steel hook to line bus bars of LT panel & power केबलs including,Now hold the discharge rod and touch its steel hook to line bus bars of LT panel & power केबलs including,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0046,earthing,अर्थिंग,अर्थिंग,"4 Identify the earthing point, check and ensure the earth c","4 Identify the अर्थिंग point, check and ensure the earth c","4 Identify the अर्थिंग point, check and ensure the earth c",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0296,capacitor,संधारित्र,संधारित्र,• test the capacitor with DC supply for insulation and leak,• test the संधारित्र with DC supply for insulation and leak,• test the संधारित्र with DC supply for insulation and leak,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0286,copper conductor,तांबा चालक,तांबा चालक,d of bare copper conductor and twist it tightly on the nail,d of bare तांबा चालक and twist it tightly on the nail,d of bare तांबा चालक and twist it tightly on the nail,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0252,insulation,इन्सुलेशन,इन्सुलेशन,"• Insulation tape PVC, 19mm - 1 role","• इन्सुलेशन tape PVC, 19mm - 1 role","• इन्सुलेशन tape PVC, 19mm - 1 role",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0318,capacitor,संधारित्र,संधारित्र,1 Charging: at the time of charging capacitor voltage inc,1 Charging: at the time of charging संधारित्र voltage inc,1 Charging: at the time of charging संधारित्र voltage inc,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0188,voltage,वोल्टेज,वोल्टेज,sure the battery voltage,sure the battery वोल्टेज,sure the battery वोल्टेज,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0189,voltage,वोल्टेज,वोल्टेज,• Do not charge the battery with abnormal voltage / curre,• Do not charge the battery with abnormal वोल्टेज / curre,• Do not charge the battery with abnormal वोल्टेज / curre,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0063,voltmeter,वोल्टमीटर,वोल्टमीटर,Note down the voltmeter & Ammeter readings in each s,Note down the वोल्टमीटर & Ammeter readings in each s,Note down the वोल्टमीटर & Ammeter readings in each s,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0026,protective device,सुरक्षा उपकरण,सुरक्षा उपकरण,"98 Test and service protective devices, control panel etc 240","98 Test and service सुरक्षा उपकरणs, control panel etc 240","98 Test and service सुरक्षा उपकरणs, control panel etc 240",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0174,voltage,वोल्टेज,वोल्टेज,(Charging voltage / current value should,(Charging वोल्टेज / current value should,(Charging वोल्टेज / current value should,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0254,earthing,अर्थिंग,अर्थिंग,Identify the earthing point to be tested and clean the ea,Identify the अर्थिंग point to be tested and clean the ea,Identify the अर्थिंग point to be tested and clean the ea,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0291,insulation,इन्सुलेशन,इन्सुलेशन,• Do not scrape the insulation of conductor while making,• Do not scrape the इन्सुलेशन of conductor while making,• Do not scrape the इन्सुलेशन of conductor while making,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0083,ammeter,अमीटर,अमीटर,"Ammeter MI, 10 Amp - 2 Nos","अमीटर MI, 10 Amp - 2 Nos","अमीटर MI, 10 Amp - 2 Nos",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0234,fuse,फ्यूज,फ्यूज,5 Practice connection of HRC fuse in 3 phase circuits,5 Practice connection of HRC फ्यूज in 3 phase circuits,5 Practice connection of HRC फ्यूज in 3 phase circuits,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0009,resistance,प्रतिरोध,प्रतिरोध,24 To measure the earth resistance by earth tester 46,24 To measure the earth प्रतिरोध by earth tester 46,24 To measure the earth प्रतिरोध by earth tester 46,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0173,voltage,वोल्टेज,वोल्टेज,6 Set the charging voltage & current in battery charger and switch ON,6 Set the charging वोल्टेज & current in battery charger and switch ON,6 Set the charging वोल्टेज & current in battery charger and switch ON,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0108,resistance,प्रतिरोध,प्रतिरोध,• Resistance Unknown valu,• प्रतिरोध Unknown valu,• प्रतिरोध Unknown valu,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0183,voltage,वोल्टेज,वोल्टेज,(Charging voltage / value should,(Charging वोल्टेज / value should,(Charging वोल्टेज / value should,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0269,resistance,प्रतिरोध,प्रतिरोध,alue of Earth Resistance: ______,alue of Earth प्रतिरोध: ______,alue of Earth प्रतिरोध: ______,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0209,conduit,कंड्यूट,कंड्यूट,casing capping & PVC conduit pipe,casing capping & PVC कंड्यूट pipe,casing capping & PVC कंड्यूट pipe,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0144,voltage,वोल्टेज,वोल्टेज,Test the solenoid coil with low voltage supply and obser,Test the solenoid coil with low वोल्टेज supply and obser,Test the solenoid coil with low वोल्टेज supply and obser,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0248,earthing,अर्थिंग,अर्थिंग,• test the earth continuity of earthing point,• test the earth continuity of अर्थिंग point,• test the earth continuity of अर्थिंग point,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0112,voltage,वोल्टेज,वोल्टेज,"measure the voltage, current & resistance in complex c","measure the वोल्टेज, current & resistance in complex c","measure the वोल्टेज, current & resistance in complex c",hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician_0003,ammeter,अमीटर,अमीटर,ammeter connection for 3 phase lamp load,अमीटर connection for 3 phase lamp load,अमीटर connection for 3 phase lamp load,hin_Deva,data/raw/Electrician.txt,True
hi_raw_Electrician (Tr_0065,voltage,वोल्टेज,वोल्टेज,erify the ohms law with variable voltage & constant resistance method,erify the ohms law with variable वोल्टेज & constant resistance method,erify the ohms law with variable वोल्टेज & constant resistance method,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0142,resistance,प्रतिरोध,प्रतिरोध,5 Measure the resistance of heating coil and record it,5 Measure the प्रतिरोध of heating coil and record it,5 Measure the प्रतिरोध of heating coil and record it,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0092,voltmeter,वोल्टमीटर,वोल्टमीटर,e of lamps / resisters and note voltmeter & Ammeter readings,e of lamps / resisters and note वोल्टमीटर & Ammeter readings,e of lamps / resisters and note वोल्टमीटर & Ammeter readings,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0195,cable,केबल,केबल,1 Make the series connection of solar cells / PV modules by solar connector cables with proper polarity as per,1 Make the series connection of solar cells / PV modules by solar connector केबलs with proper polarity as per,1 Make the series connection of solar cells / PV modules by solar connector केबलs with proper polarity as per,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0237,voltage,वोल्टेज,वोल्टेज,• Do not make short circuit in high voltage circuit to test MCB,• Do not make short circuit in high वोल्टेज circuit to test MCB,• Do not make short circuit in high वोल्टेज circuit to test MCB,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0204,voltage,वोल्टेज,वोल्टेज,1 Tabulate the voltage & current readings and calculate th,1 Tabulate the वोल्टेज & current readings and calculate th,1 Tabulate the वोल्टेज & current readings and calculate th,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0253,earthing,अर्थिंग,अर्थिंग,TASK 1 : Identify & test the earthing point,TASK 1 : Identify & test the अर्थिंग point,TASK 1 : Identify & test the अर्थिंग point,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0307,ammeter,अमीटर,अमीटर,3 Observe the deflection in the ammeter and voltmeter,3 Observe the deflection in the अमीटर and voltmeter,3 Observe the deflection in the अमीटर and voltmeter,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0037,live wire,लाइव तार,लाइव तार,is in Contact with Live Wire,is in Contact with लाइव तार,is in Contact with लाइव तार,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0153,voltage,वोल्टेज,वोल्टेज,sure the total voltage and cur,sure the total वोल्टेज and cur,sure the total वोल्टेज and cur,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0060,voltmeter,वोल्टमीटर,वोल्टमीटर,4 Note down voltmeter & Ammeter readings,4 Note down वोल्टमीटर & Ammeter readings,4 Note down वोल्टमीटर & Ammeter readings,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0171,voltage,वोल्टेज,वोल्टेज,TASK 1: Test the specific gravity & battery voltage,TASK 1: Test the specific gravity & battery वोल्टेज,TASK 1: Test the specific gravity & battery वोल्टेज,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0265,electric shock,बिजली का झटका,बिजली का झटका,ecting mains which causes electric shock,ecting mains which causes बिजली का झटका,ecting mains which causes बिजली का झटका,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0132,insulation,इन्सुलेशन,इन्सुलेशन,Remove the insulation of 1,Remove the इन्सुलेशन of 1,Remove the इन्सुलेशन of 1,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0139,insulation,इन्सुलेशन,इन्सुलेशन,Insulate the soldered joint with insulation tape,Insulate the soldered joint with इन्सुलेशन tape,Insulate the soldered joint with इन्सुलेशन tape,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0289,voltage,वोल्टेज,वोल्टेज,2 Connect the electromagnet to the low voltage,2 Connect the electromagnet to the low वोल्टेज,2 Connect the electromagnet to the low वोल्टेज,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0116,voltage,वोल्टेज,वोल्टेज,2 Mark the polarity of the voltage drops across the resisto,2 Mark the polarity of the वोल्टेज drops across the resisto,2 Mark the polarity of the वोल्टेज drops across the resisto,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0320,voltage,वोल्टेज,वोल्टेज,reases as the current and resistor voltage decrease,reases as the current and resistor वोल्टेज decrease,reases as the current and resistor वोल्टेज decrease,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
hi_raw_Electrician (Tr_0308,voltmeter,वोल्टमीटर,वोल्टमीटर,3 Observe the deflection in the ammeter and voltmeter,3 Observe the deflection in the ammeter and वोल्टमीटर,3 Observe the deflection in the ammeter and वोल्टमीटर,hin_Deva,data/raw/Electrician (Trade Practical).txt,True
